plotID,siteID,Canopy_Ht_mean,Canopy_Ht_sd,Canopy_Ht_trend,Canopy_Ht_nyears,Max_Ht_mean,Max_Ht_sd,Max_Ht_trend,Max_Ht_nyears,Rumple_mean,Rumple_sd,Rumple_trend,Rumple_nyears,Rugosity_mean,Rugosity_sd,Rugosity_trend,Rugosity_nyears,Deep_Gap_mean,Deep_Gap_sd,Deep_Gap_trend,Deep_Gap_nyears,Vert_SD_mean,Vert_SD_sd,Vert_SD_trend,Vert_SD_nyears,Vert_CV_mean,Vert_CV_sd,Vert_CV_trend,Vert_CV_nyears,Gini_mean,Gini_sd,Gini_trend,Gini_nyears,VCI_mean,VCI_sd,VCI_trend,VCI_nyears,FHD_mean,FHD_sd,FHD_trend,FHD_nyears,LAI_mean,LAI_sd,LAI_trend,LAI_nyears,Q95_mean,Q95_sd,Q95_trend,Q95_nyears,Ht_Ratio_mean,Ht_Ratio_sd,Ht_Ratio_trend,Ht_Ratio_nyears,Hill_q1,Hill_q2,sample_coverage,richness_pooled,abundance_pooled,LCBD_bray,LCBD_turnover,LCBD_nestedness,domain,LCBD_bray_rare,LCBD_turnover_rare,LCBD_nestedness_rare,VI_nyears,VI_years,NDVI_mean,NDVI_sd,NDVI_trend,EVI_mean,EVI_sd,EVI_trend,ARVI_mean,ARVI_sd,ARVI_trend,SAVI_mean,SAVI_sd,SAVI_trend,spectral_source
ABBY_011,ABBY,1.5913718111280886,0.7322541479610871,0.2308304585308207,6,4.026706086471677,2.262260709582053,0.7261478461973045,6,2.045288333048424,0.1814779972371983,-0.0563701392839784,6,0.885991813071693,0.5450544107359473,0.1772234772493982,6,0.5749483088341852,0.2585519204212599,-0.0849029680147119,6,0.7666492011353728,0.4365746380053369,0.1405493739084195,6,0.4537178011877196,0.0927744305597531,0.0275639242475262,6,0.2505829792159299,0.0540947553467485,0.0165181470144054,6,0.787885914867123,0.0488015113292981,0.014899281218,6,0.7976506017887639,0.3311160093323824,0.1879334126757521,4,0.2124185360541256,0.2837967493118231,0.0805446549961545,6,3.018762958901269,1.519775053328267,0.4874120916453947,6,100.0,0.0,0.0,6,1.0,1.0,,1.0,1.0,,,,D16,,,,3.0,"2022,2023,2025",0.8962536652882894,0.010277118081222279,0.006607017346790884,0.687725305557251,0.03352939356662391,-0.02230817505291798,0.8758320609728495,0.011158679839756531,0.006157474858420098,0.6172505815823873,0.021350100539552105,-0.012984054429192274,NEON_DP3.30026.002_bidirectional_BRDF_only
ABBY_012,ABBY,2.2077396332665726,1.1412091787663317,0.373595522923602,6,5.756763168300192,3.2435015837819887,1.055997607500657,6,1.8235003377000487,0.1573247860375272,-0.0515310919803121,6,1.275992473665004,0.7434456729681527,0.2421921581920722,6,0.3602379338893418,0.3208353848147114,-0.0964475214612953,6,1.150484925515398,0.6571548311062669,0.2157314946191106,6,0.4925849931314587,0.1246530263771959,0.0282874375014849,6,0.2745074804665313,0.070094264123811,0.0172174638609631,6,0.8080383544166883,0.0800035820535932,0.0248703979117714,6,1.1263477156559627,0.425693379402479,0.1640550858012182,5,0.6441172527382151,0.460359265130372,0.1757513350266754,5,4.285400615522155,2.270364673098262,0.7460465109794612,6,99.98243498802184,0.0430253166723406,-0.0091643540755562,6,,,,,,,,,D16,,,,3.0,"2022,2023,2025",0.8811525901158651,0.0036202760409296372,-0.0012136782918660829,0.6876456141471863,0.05428206099939744,-0.04278871842793289,0.8511871298154196,0.006540881650865643,-0.0015866969312945507,0.621837317943573,0.038890554404678625,-0.03044558848653677,NEON_DP3.30026.002_bidirectional_BRDF_only
ABBY_013,ABBY,1.9329831765916865,1.0516799431250068,0.3411567133592821,6,4.872771959441404,2.87659473057562,0.9443004685251608,6,1.8681752396126587,0.1295517857004008,-0.0407087137193783,6,1.112302315964674,0.7025559233338504,0.2309249156033215,6,0.4440659321068476,0.2940435050917929,-0.0930485175821282,6,0.9568093723307052,0.6087537535813405,0.2000593311436798,6,0.4559656284415187,0.1199750200259744,0.0330995610077245,6,0.2537469976366712,0.0689980306607129,0.0198707409922569,6,0.7947012132240667,0.0742869800214788,0.0236903672524984,6,1.095843312803369,0.3563296396238037,0.2083919659518933,4,0.4897694087267986,0.394283061827044,0.1492090992605699,5,3.672612773206753,2.120210414271802,0.6951116404704824,6,99.9995535214742,0.0010936445693139,-0.0002329453178074,6,1.0,1.0,1.0,1.0,12.0,0.4426482296145465,0.0,0.1543209876543209,D16,0.0724,0.0,0.0912888888888888,3.0,"2022,2023,2025",0.8848019242286682,0.007800773425133816,0.0015293828078674619,0.6672789653142294,0.043875511642863296,-0.03516410929816359,0.8545097510019938,0.014185295045627627,0.0034997378076819627,0.6078319748242696,0.0327852677323042,-0.026277516569411817,NEON_DP3.30026.002_bidirectional_BRDF_only
ABBY_014,ABBY,33.39747672421591,0.992214682765832,0.3050900942328348,7,48.74977789606367,1.180733580633461,0.3727136829684924,7,1.4234505934374673,0.0163821853524071,-0.0034351896688428,7,13.191248042242869,0.2498538408386436,0.0234943947006512,7,0.0544087855295012,0.0148667373523666,-0.0033249197091376,7,11.009914010763168,0.8049645004831187,0.1271764555073886,7,0.3370838070820485,0.0255567812582394,0.0018798363545769,7,0.1659484848912273,0.0123152427513791,0.0006321371449534,7,0.8260079015578542,0.0091535205839974,-0.0009980708619073,7,3.2721292631966725,0.0527634132392152,0.0043462940378685,7,2.4117537875260626,0.1295623043463498,0.0360515631433856,7,44.55322759492056,1.0460755826429535,0.3596668587943722,7,14.237913003989627,1.0313547344234462,-0.1629242858273445,7,2.4243759512390586,1.8059701492537312,0.7443181818181819,4.0,11.0,,,,D16,,,,3.0,"2022,2023,2025",0.8868335684140524,0.031179275803110876,-0.024362725870951157,0.4804667532444,0.04828527365368309,-0.03452457061835798,0.8938363591829935,0.03964780124355712,-0.03125369548797787,0.4499918520450592,0.03843332839501546,-0.02776138058730621,NEON_DP3.30026.002_bidirectional_BRDF_only
ABBY_015,ABBY,2.272084087913945,1.1842279304838137,0.4099945808837983,7,5.749269586056471,2.861815323753467,0.980871348001192,7,1.836704035954816,0.1779734033964837,-0.0615592012558713,7,1.2852258253509976,0.6489672022754326,0.2234775325985937,7,0.3618827995378524,0.2591111225063471,-0.0828392094713124,7,1.126629237143234,0.5945854286364592,0.2057807560157755,7,0.4808715840358109,0.0921337331326299,0.0147940280709078,7,0.2681547708543284,0.051558836953369,0.0099470841908299,7,0.821507600849712,0.0583166351948429,0.0195597669641187,7,1.07803427556914,0.4009892248580624,0.1547171201273089,6,0.5797291369620888,0.5647971540770403,0.1922877737538089,7,4.321419332353842,2.179581867524087,0.7562215805326467,7,99.93070677348544,0.1833326448987499,-0.0420565825666306,7,,,,,,,,,D16,,,,3.0,"2022,2023,2025",0.8605562845865885,0.016022834836709944,0.0071648103850224685,0.627286950747172,0.007856855890248293,0.003226548433303615,0.8444661696751913,0.023089897355123543,0.01196882980210411,0.5652795235315958,0.0064353169407433235,0.0014512581484655677,NEON_DP3.30026.002_bidirectional_BRDF_only
ABBY_016,ABBY,29.964608430862427,1.3863953441457115,0.4700225605440966,7,46.96962812968663,0.9374132583852662,0.2942288197533933,7,1.4489048283014978,0.0352171037170766,-0.0111113170624812,7,12.76426873888288,0.3570152111328362,-0.08774521257836,7,0.028671317649631,0.0118294524565817,-0.0023412625301464,7,12.028595353875842,0.3866486134581988,-0.0592512316097413,7,0.4102733610197902,0.0290013722353786,-0.008335412216152,7,0.2114688483332949,0.017140239000411,-0.0051190322480363,7,0.8584220638232571,0.008890394292233,-0.0020967763498683,7,3.297425395676068,0.0492344318494804,0.0059503961160692,7,2.746079039360796,0.2898157697265062,0.0854110314451545,7,42.56032000269209,0.9629209370521448,0.3292256393873622,7,16.4314963051251,2.4159321925147554,-0.7392828125140569,7,1.1958352709427176,1.090721649484536,0.960144927536232,2.0,23.0,0.3098032933241452,0.1111111111111111,0.2331569664902998,D16,0.1173333333333334,0.0406666666666666,0.2158603174603174,3.0,"2022,2023,2025",0.9003983736038208,0.0025913384694226174,-0.00203803181648275,0.49279316266377765,0.04561728653200912,-0.027948724372046433,0.900612453619639,0.0033057412136527826,-0.0021682935101648097,0.4633805851141612,0.03589509869539645,-0.02203266322612772,NEON_DP3.30026.002_bidirectional_BRDF_only
ABBY_017,ABBY,6.93327322602272,2.2257534769567746,0.7325483469859414,6,13.828235189119974,3.664026793450312,1.1961351419272632,6,1.494967233389616,0.1085735836016384,-0.0346500679202701,6,2.7871926402052245,0.5520566134616334,0.1755170256871244,6,0.075467318795745,0.0533800694666376,-0.0166692415160745,6,2.5574808679521084,0.5518706449964158,0.1784477036284363,6,0.4040587247970204,0.0475303974779545,-0.014818482870317,6,0.2278354090328017,0.0274366857039976,-0.0084892875595909,6,0.8683242027958235,0.0120770134398875,-0.0005343957277743,6,2.047614386305213,0.3702771433421795,0.1181682081812102,6,2.480985574424267,0.7194010286672505,0.230506660659676,6,11.011234211424986,3.026852755192491,0.9944536135248516,6,78.47859499851863,20.337040147512813,-6.540078183879023,6,1.4299323848799934,1.2565055762081785,1.0,2.0,26.0,0.3258768098258922,0.1111111111111111,0.2331569664902998,D16,0.1553333333333333,0.0433333333333333,0.240031746031746,3.0,"2022,2023,2025",0.9103412032127381,0.0017545593834180102,-0.0013784510748728281,0.6118064522743225,0.03596856983758472,-0.027164122888021194,0.9102020064989725,0.003307412511784657,0.0011184981891086752,0.5582688053448995,0.030078099714484354,-0.02240329555102841,NEON_DP3.30026.002_bidirectional_BRDF_only
ABBY_018,ABBY,2.230445638394509,1.3119401997090767,0.4226895128080876,6,5.660198877565563,3.4437820498849523,1.1323060049958853,6,1.8920494690537453,0.2068227973493095,-0.0658626569354016,6,1.2693291865677263,0.7888539627422709,0.2599750452917879,6,0.4176786838797852,0.3077250861535376,-0.0999916723230853,6,1.1332785826271925,0.7047230289965245,0.2317074609789561,6,0.4783698930046879,0.1056273534726842,0.0263842842930983,6,0.2656336958663395,0.062916701540154,0.0167213571911995,6,0.8017019430796305,0.0894559119369029,0.0270361287276382,6,1.1214381381869316,0.4510931920865303,0.168712981907067,5,0.5290218257522654,0.5681503451720858,0.1767145373384173,6,4.281464404593676,2.50887189976975,0.8218022420454185,6,99.94817781448364,0.1269379118709244,-0.0270376620085343,6,,,,,,,,,D16,,,,3.0,"2022,2023,2025",0.8592953284581503,0.019325247099159643,0.014625698328018775,0.6222943266232809,0.02794320573063658,-0.022403257233757485,0.8288919925689697,0.024605663606679505,0.018047166722162073,0.5693725148836771,0.01794264527991987,-0.01437690428325201,NEON_DP3.30026.002_bidirectional_BRDF_only
ABBY_019,ABBY,8.350209557584353,1.5766876298406565,0.5382234068275187,7,21.63918937104089,2.60614204259588,0.8830677909141329,7,1.7318847541298186,0.1550876917725423,-0.0519022600283856,7,5.750350670090744,0.2850394679309728,0.0899076056532088,7,0.0966711724759079,0.0642527680528211,-0.0184696657213683,7,5.505568091358457,0.2400511152793086,0.0731631244365879,7,0.6242660563439131,0.1004778014012343,-0.0341742369104069,7,0.3158020108406033,0.0419307193755933,-0.0142475150207951,7,0.8428934761988265,0.0200864452730509,0.0068521192997177,7,2.0293087097150937,0.3747559428602822,0.1223954806653405,7,1.8590148038097791,0.8017129477440564,0.2728958419184981,7,17.800368481448718,2.065133652861771,0.6715784940244145,7,82.75770451341357,10.380879832269652,-3.320022712553167,7,1.0,1.0,1.0,1.0,23.0,0.2988899635282544,0.0,0.1543209876543209,D16,0.0724,0.0,0.0912888888888888,3.0,"2022,2023,2025",0.9103333155314127,0.011456381915385753,-0.008456719773157222,0.5854035218556722,0.09256704924204927,-0.07207305516516091,0.909871518611908,0.011710512218513942,-0.008839526346752427,0.5334099531173706,0.06857788884374746,-0.05322464449065546,NEON_DP3.30026.002_bidirectional_BRDF_only
ABBY_023,ABBY,10.571723081171513,1.804598863127274,0.5651117705780527,6,20.31230717897415,2.331459303441944,0.7591593161873196,6,1.3837298539777596,0.0549426827563267,-0.0113510264326696,6,4.100091921786468,0.3997784334036111,0.1171916344243547,6,0.0254854495039277,0.0136686595609196,-0.0027807872272957,6,3.852595226218303,0.3488371035936584,0.109078317394723,6,0.3471241318620741,0.0389591043776519,-0.0082318024385882,6,0.191410513749967,0.0224436403218348,-0.0048300299550528,6,0.8486626806358496,0.0183301131365653,0.0008775229039399,6,2.404270480076472,0.266901980361018,0.0850145102519056,6,3.34875812754035,0.5564934705161678,0.0672880956984084,6,16.977238620320957,2.0375060273034644,0.6597292643526327,6,51.33712264895439,24.290866441793515,-7.5657883027325505,6,3.978429098251206,3.5785288270377733,1.0,5.0,60.0,0.5804843727542637,0.074074074074074,0.5401234567901234,D16,0.6367999999999999,0.0335555555555555,0.5225269841269843,3.0,"2022,2023,2025",0.909191906452179,0.0018658472886158917,-3.7665878023536526e-05,0.6275450984636942,0.04634229516339412,-0.03293936167444594,0.9017006158828735,0.006655414871491563,0.0001484794276096585,0.5720035831133524,0.03484187183723635,-0.02373418637684459,NEON_DP3.30026.002_bidirectional_BRDF_only
ABBY_025,ABBY,22.1243622813906,0.6317393437794695,0.097665468047809,7,38.06900213445936,1.0994805938372851,0.3648838976215075,7,1.4114931832466806,0.0377362734719211,0.008267146056098,7,8.786718538829259,0.6808103322020487,0.2081971963533776,7,0.0218874105682646,0.0084093587853649,-0.0004909138225792,7,8.30400802407946,0.6969687036312134,0.2293560885625078,7,0.3804532391950488,0.0342900257326281,0.0093873594268467,7,0.2035182193586868,0.0208132656735493,0.0057008861539874,7,0.8630141610545772,0.0188790989310944,0.0043423440458113,7,3.130490909729685,0.0728149295276529,0.0169060418026984,7,3.020909324288368,0.2692423868825427,-0.0257421104463538,7,32.93361515658243,1.0162826185778482,0.3354427425158505,7,14.60431540438107,2.8116245108099034,0.6343239890357661,7,1.871741830659702,1.7705382436260622,1.0,2.0,25.0,0.6992239947046807,0.1296296296296296,0.2331569664902998,D16,0.6743999999999999,0.0666666666666666,0.2790539682539683,3.0,"2022,2023,2025",0.9123839537302653,0.017230686701336005,-0.013788172176907077,0.5121938685576121,0.03587993313172862,-0.019182905554771118,0.9188413222630819,0.021710046697669756,-0.01673532809530136,0.47630685567855835,0.026273978526635926,-0.013215754713330556,NEON_DP3.30026.002_bidirectional_BRDF_only
